PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
332,1,1,"Evans, Miss Florence",female,34.6,0,1,SM27294,72.25,D82,L
333,0,3,"Smith, Miss Dorothy",female,27.7,1,1,SM92279,14.59,,C
334,1,2,"Anderson, Mr. Harold",male,10.1,0,0,SM62354,3.5,,L
335,1,3,"Hernandez, Mr. Walter",male,26.6,0,0,SM36208,8.33,,L
336,0,3,"Turner, Mr. Alfred",male,,3,0,SM88494,7.49,,C
337,0,3,"Campbell, Miss Martha",female,35.1,1,2,SM37815,11.97,,C
338,0,3,"Moore, Mr. David",male,41.6,1,0,SM78534,13.42,,C
339,1,1,"Edwards, Countess Helen",female,39.9,0,0,SM80236,105.28,,C
340,0,3,"Scott, Mr. Herbert",male,35.2,0,0,SM74415,3.5,,L
341,0,3,"Jones, Mr. George",male,,0,0,SM92090,14.05,,M
342,1,2,"Campbell, Miss Harriet",female,33.3,0,0,SM81618,5.43,,L
343,0,3,"Morris, Miss Harriet",female,19.4,2,0,SM29826,8.94,,C
344,0,3,"Young, Mr. William",male,49.7,1,1,SM13901,3.5,,L
345,1,3,"Jones, Mr. John",male,32.9,0,0,SM93930,9.81,,L
346,0,3,"Miller, Mr. John",male,29.8,0,2,SM40841,6.02,,C
347,0,2,"Green, Mr. Alfred",male,18.8,0,1,SM84978,23.88,,L
348,1,2,"Phillips, Mr. Stanley",male,52.0,0,0,SM31409,12.66,F50,M
349,1,2,"Walker, Mr. David",male,36.5,1,0,SM44483,11.9,,L
350,0,3,"Thomas, Mr. John",male,20.0,0,0,SM24336,6.48,,C
351,0,3,"Martin, Mr. Roy",male,29.9,0,1,SM42771,4.99,,L
352,1,3,"Edwards, Mr. Albert",male,14.4,1,0,SM86543,3.5,,C
353,0,1,"Nelson, Capt. Ernest",male,45.1,1,0,SM16764,120.03,B46,L
354,1,1,"Taylor, Capt. Alfred",male,34.3,0,0,SM71894,145.39,B59,L
355,0,1,"Harris, Mr. Ernest",male,27.0,0,0,SM84341,81.94,,L
356,1,1,"Sanchez, Miss Mary",female,38.8,0,0,SM18200,86.62,B56,L
357,0,3,"Turner, Mr. George",male,26.0,1,1,SM48477,3.52,,C
358,0,3,"Davis, Miss Alice",female,18.9,0,0,SM87283,10.37,,L
359,0,3,"Martin, Mr. Lawrence",male,16.5,0,1,SM79489,12.81,,M
360,0,3,"Clark, Miss Rose",female,18.9,4,1,SM29278,17.31,,M
361,1,1,"Sanchez, Rev. Leonard",male,52.3,0,0,SM37082,42.92,,M
362,0,3,"Lopez, Mr. Leonard",male,38.4,0,0,SM84762,3.5,,L
363,1,2,"Phillips, Mrs. Edith",female,17.8,1,1,SM37483,19.38,,L
364,1,1,"Young, Lady Mabel",female,40.9,0,0,SM70910,178.39,D53,L
365,1,3,"Campbell, Mr. Alfred",male,36.3,3,0,SM48005,11.67,,C
366,1,2,"Robinson, Miss Beatrice",female,24.6,2,0,SM99074,24.04,,L
367,1,2,"Taylor, Mrs. Mary",female,64.5,0,0,SM67464,22.97,,L
368,1,2,"Robinson, Mrs. Gertrude",female,13.5,0,1,SM59634,3.5,,L
369,1,3,"Collins, Mr. Thomas",male,16.8,0,2,SM64675,9.64,,M
370,0,1,"Parker, Capt. William",male,61.0,0,1,SM85248,133.6,D81,M
371,0,2,"Roberts, Mr. Frederick",male,17.5,2,0,SM55069,19.81,,M
372,0,3,"Harris, Mr. Robert",male,31.0,2,2,SM35652,12.6,,L
373,0,1,"Thomas, Miss Ruth",female,46.5,3,0,SM60132,3.5,D58,L
374,1,2,"Hall, Miss Anna",female,23.6,0,0,SM54284,19.1,,L
375,0,1,"Miller, Mr. Herbert",male,52.1,0,0,SM11056,41.91,,M
376,1,1,"Nelson, Col. Samuel",male,53.1,2,0,SM57381,34.27,A35,M
377,0,2,"Edwards, Mr. George",male,27.7,2,1,SM30715,14.27,,C
378,0,3,"Roberts, Miss Mabel",female,14.6,1,0,SM23742,6.9,,C
379,0,3,"Campbell, Mrs. Grace",female,,3,0,SM59827,3.5,,M
380,1,1,"Moore, Mrs. Nora",female,51.2,0,0,SM66280,80.34,B41,L
381,1,3,"Clark, Mr. Richard",male,22.3,2,3,SM19757,8.93,,M
382,1,2,"Stewart, Miss Edith",female,26.0,0,0,SM12170,18.28,,M
383,1,1,"Johnson, Rev. Frank",male,29.1,0,2,SM70852,87.59,,L
384,1,2,"Lee, Mr. Harry",male,38.8,0,0,SM89076,14.15,F29,L
385,1,3,"Lewis, Mr. Raymond",male,13.8,2,0,SM71066,7.63,,L
386,1,1,"Morris, Miss Margaret",female,37.9,1,0,SM22803,69.99,A53,C
387,0,2,"Hall, Mr. Harry",male,24.9,0,0,SM25336,22.09,,M
388,0,3,"King, Mrs. Winifred",female,33.2,1,0,SM71228,8.86,,L
389,0,3,"Parker, Miss Lillian",female,,0,3,SM40464,3.5,,C
390,1,3,"Turner, Mr. David",male,18.4,2,1,SM49478,14.37,,L
391,1,3,"Rogers, Mr. Charles",male,43.3,0,3,SM33784,6.22,,L
392,1,3,"Jackson, Mrs. Dorothy",female,47.4,1,3,SM11110,7.77,,M
393,1,1,"Taylor, Countess Martha",female,74,0,0,SM76402,139.83,,M
394,1,3,"Lopez, Mr. Michael",male,22.4,0,0,SM60012,4.17,,L
395,0,1,"Roberts, Capt. Michael",male,29.6,1,0,SM85574,104.73,A65,L
396,1,1,"Evans, Countess Alice",female,,1,0,SM22656,121.06,,L
397,0,3,"Turner, Mr. James",male,,1,0,SM10753,9.09,,C
398,1,2,"Smith, Mr. Henry",male,23.3,1,0,SM74491,14.2,,M
399,0,3,"Wright, Mr. Edward",male,22.0,0,1,SM36832,13.74,,L
400,1,3,"Garcia, Mr. William",male,27.0,2,2,SM15572,6.43,,L
401,1,3,"Campbell, Mr. Alfred",male,12.8,2,0,SM51120,3.5,,C
402,1,1,"Adams, Capt. Edwin",male,14.0,3,0,SM91399,112.94,A36,C
403,1,2,"Baker, Mr. Clarence",male,0.5,0,0,SM43425,27.25,F65,M
404,1,2,"King, Miss Mabel",female,,0,0,SM49562,24.29,E33,M
405,1,1,"Johnson, Capt. Edward",male,9.1,0,2,SM28569,136.48,C68,M
406,1,1,"Parker, Lady Ethel",female,44.9,1,0,SM42087,52.3,D44,M
407,1,3,"Allen, Mr. Clarence",male,39.2,0,1,SM79355,12.52,,L
408,0,3,"Davis, Mr. Richard",male,37.8,3,3,SM92111,3.54,,C
409,1,1,"Roberts, Capt. Henry",male,54.8,1,1,SM21053,73.51,B15,L
410,0,3,"Taylor, Mr. Ernest",male,23.2,1,1,SM22098,9.05,,C
411,1,3,"Johnson, Mr. Raymond",male,13.5,0,1,SM11469,10.93,,C
412,0,3,"Lopez, Mr. Stanley",male,43.7,1,1,SM40107,13.11,,L
413,0,3,"Green, Mr. Edwin",male,30.7,0,0,SM34696,7.01,,M
414,1,3,"Young, Miss Martha",female,,0,0,SM75726,3.5,,C
415,1,2,"Roberts, Mr. Raymond",male,33.6,1,1,SM82358,28.71,,L
416,1,3,"Taylor, Miss Emma",female,48.2,0,0,SM96997,11.97,,M
417,1,2,"Mitchell, Mr. Roy",male,27.5,1,0,SM38143,21.2,,L
418,1,1,"Perez, Lady Helen",female,30.6,1,0,SM60422,98.89,,L
419,0,2,"Brown, Miss Agnes",female,42.6,0,0,SM38830,21.48,,C
420,0,3,"Young, Mr. Clarence",male,31.1,1,0,SM95322,5.4,,M
421,0,2,"Sanchez, Miss Martha",female,,2,0,SM45268,9.73,,C
422,1,2,"Lee, Mr. Henry",male,8.8,0,2,SM95089,25.29,,C
423,1,1,"Lewis, Mr. Alfred",male,61.1,0,0,SM10455,81.06,,M
424,0,2,"Lopez, Mr. Harry",male,8.4,0,1,SM12453,23.94,,L
425,0,1,"Jones, Lady Beatrice",female,69.8,0,1,SM13617,104.91,C32,C
426,0,3,"Taylor, Mr. Robert",male,39.6,0,0,SM89388,5.65,,L
427,0,3,"White, Mrs. Clara",female,26.7,2,2,SM89405,18.35,,L
428,1,3,"White, Mr. Herbert",male,7.7,1,1,SM92441,6.53,,C
429,0,2,"Evans, Mr. Edward",male,29.9,0,2,SM18127,26.37,,M
430,1,1,"Jackson, Countess Violet",female,47.7,2,0,SM94108,88.88,,C
431,1,1,"Sanchez, Mrs. Clara",female,56.2,2,0,SM49251,117.87,,L
432,1,1,"Stewart, Lady Beatrice",female,45.8,0,0,SM80010,55.89,A16,C
433,0,1,"Phillips, Capt. Michael",male,,2,0,SM66072,3.5,B93,L
434,0,3,"Allen, Mr. James",male,31.6,0,0,SM22661,6.62,,M
435,0,3,"Morris, Miss Cecelia",female,,0,0,SM32843,11.82,,L
436,0,3,"Scott, Mr. Leonard",male,36.2,0,2,SM78012,8.03,,C
437,0,3,"Baker, Mr. Robert",male,26.3,0,2,SM87660,5.64,,L
438,1,3,"Moore, Mrs. Alice",female,26.5,1,2,SM20245,10.67,,L
439,0,1,"Campbell, Capt. Walter",male,53.9,0,2,SM21725,60.08,,L
440,1,3,"Sanchez, Mr. John",male,21.9,0,3,SM95037,5.81,,L
441,1,2,"Edwards, Mrs. Frances",female,31.8,1,0,SM78197,16.76,,C
442,0,1,"Allen, Col. Walter",male,31.8,0,2,SM86556,98.75,,L
443,0,3,"Campbell, Mr. Herbert",male,46.7,2,2,SM93863,7.04,,L
444,1,3,"Anderson, Mr. Charles",male,37.3,0,0,SM44690,11.09,,L
445,1,3,"Wright, Mrs. Louisa",female,23.9,1,3,SM66694,16.96,,M
446,0,1,"Thompson, Dr. Edward",male,20.6,0,0,SM10887,86.46,,L
447,1,2,"Miller, Mrs. Ethel",female,23.7,1,2,SM62096,16.09,,M
448,1,2,"Anderson, Mr. Richard",male,52.1,0,1,SM62037,18.24,,M
449,0,3,"Lopez, Mrs. Ruth",female,58.8,3,1,SM70903,3.88,,C
450,0,3,"Johnson, Mr. Frank",male,28.8,0,1,SM11032,8.65,,L
451,0,3,"Clark, Mr. John",male,39.9,0,1,SM80328,3.5,,L
452,0,2,"Campbell, Mr. Samuel",male,48.7,0,0,SM75333,22.76,,L
453,1,1,"Anderson, Lady Ida",female,50.8,1,2,SM36365,145.53,,L
454,1,3,"Robinson, Mrs. Florence",female,33.9,1,2,SM37180,5.97,,C
455,1,3,"Taylor, Mr. Michael",male,21.3,3,3,SM18481,7.0,,L
456,0,2,"Parker, Mr. Ernest",male,54.5,1,0,SM91352,28.86,,M
457,0,3,"Adams, Mr. Michael",male,,2,1,SM47560,8.67,,L
458,1,1,"Johnson, Countess Dorothy",female,41.6,0,0,SM18357,122.65,A18,M
459,1,1,"Moore, Countess Harriet",female,46.0,0,0,SM73614,53.0,,M
460,1,2,"Carter, Mrs. Cecelia",female,30.7,0,0,SM42749,18.42,,M
461,0,3,"Thompson, Mr. Edward",male,25.2,0,1,SM61505,3.5,,L
462,0,3,"Rogers, Mrs. Margaret",female,38.9,0,1,SM26515,10.51,,C
463,0,3,"Stewart, Mr. Arthur",male,30.2,1,1,SM86076,12.29,,M
464,0,3,"Allen, Mr. Edward",male,,0,0,SM50907,3.5,,C
465,0,3,"Anderson, Mr. John",male,19.7,2,1,SM59781,14.28,,C
466,0,3,"Baker, Mr. Frederick",male,,2,1,SM49405,3.59,,L
467,0,3,"Miller, Mrs. Winifred",female,29.0,0,0,SM48289,9.74,,C
468,1,2,"Lee, Mrs. Gertrude",female,48.2,3,0,SM66906,23.81,,L
469,1,1,"Williams, Col. Stanley",male,41.2,0,2,SM94790,55.54,C16,M
470,1,3,"Thomas, Miss Margaret",female,19.2,2,0,SM53634,5.25,,C
471,0,2,"Rogers, Mr. Lawrence",male,47.5,1,0,SM17094,5.09,,L
472,0,3,"Rogers, Mr. Walter",male,30.3,0,1,SM26822,4.29,,L
473,1,1,"Rogers, Lady Mabel",female,25.4,0,0,SM89254,84.24,C16,C
474,1,2,"Robinson, Mrs. Anna",female,57.1,0,0,SM20480,27.95,,C
475,0,3,"Campbell, Mr. Michael",male,7.7,0,0,SM46335,8.31,,C
476,0,1,"Sanchez, Miss Violet",female,36.8,1,1,SM46666,14.28,C37,L
477,1,3,"Edwards, Mr. Alfred",male,29.9,2,2,SM25031,7.53,,C
478,0,3,"Williams, Mr. Edward",male,42.3,0,0,SM34931,3.5,,L
479,1,3,"Hall, Mr. Richard",male,14.1,0,0,SM49930,4.03,,L
480,1,3,"Edwards, Mr. Arthur",male,31.0,1,0,SM42728,6.07,,L
481,1,2,"Morris, Mrs. Cecelia",female,,1,1,SM40497,21.07,,C
482,0,1,"Campbell, Col. Charles",male,50.9,0,0,SM75866,70.75,,M
483,1,2,"Hernandez, Mr. David",male,15.9,0,0,SM45910,30.87,,C
484,1,1,"Martinez, Countess Elsie",female,45.7,0,1,SM81932,85.54,,C
485,0,3,"Lewis, Mr. Edwin",male,10.2,0,1,SM19296,11.54,,M
486,1,3,"Hall, Mr. Edward",male,11.5,0,1,SM73176,7.36,,L
487,0,2,"Parker, Mr. Robert",male,32.0,0,1,SM60738,20.4,,L
488,1,2,"Martin, Miss Harriet",female,28.3,0,0,SM48558,23.38,,M
489,1,2,"King, Mrs. Winifred",female,,0,1,SM42859,15.99,,C
490,0,3,"Thompson, Mr. Lawrence",male,34.1,1,0,SM16932,11.53,,L
491,1,1,"Rogers, Lady Martha",female,39.8,0,0,SM49008,58.33,,C
492,1,3,"Scott, Mr. Herbert",male,17.4,1,2,SM23114,10.76,,C
493,0,2,"Jackson, Mrs. Margaret",female,15.2,0,0,SM91962,8.07,,M
494,1,2,"Collins, Miss Elsie",female,21.4,0,0,SM98761,25.19,,C
495,1,1,"Baker, Col. William",male,35.8,2,0,SM52030,24.16,B94,C
496,1,1,"Jackson, Lady Cecelia",female,61.4,0,0,SM77215,65.26,,C
497,0,2,"Thomas, Mr. David",male,1.9,0,0,SM17128,15.07,,M
498,0,3,"Lopez, Mr. Stanley",male,25.9,1,0,SM15856,7.74,,L
499,0,2,"Jackson, Mr. Arthur",male,12.6,1,0,SM21728,14.02,,C
500,1,3,"Turner, Mr. Richard",male,6.2,1,0,SM96278,7.09,,M
501,0,3,"Evans, Mr. Roy",male,35.5,2,1,SM80381,3.5,,M
502,0,3,"Thomas, Mr. Harold",male,13.6,0,0,SM89242,6.59,,L
503,1,3,"Evans, Mr. Clarence",male,14.2,0,0,SM90960,7.22,,C
504,1,2,"Edwards, Mr. Herbert",male,21.0,2,0,SM36305,19.9,,C
505,0,1,"Scott, Col. Charles",male,62.3,0,0,SM39571,106.44,,C
506,1,1,"Thomas, Capt. Roy",male,58.2,0,2,SM74930,125.23,C14,L
507,1,2,"Carter, Mrs. Gertrude",female,15.2,0,0,SM53365,18.59,,C
508,1,1,"Hall, Mrs. Emma",female,38.2,0,0,SM59941,84.81,,M
509,1,2,"Johnson, Mrs. Anna",female,14.5,2,1,SM19506,29.05,,M
510,0,3,"Green, Mr. Clarence",male,,3,0,SM63347,7.57,,M
511,0,2,"Johnson, Mr. George",male,,2,1,SM38091,12.27,,C
512,0,2,"Martinez, Mr. Leonard",male,,1,2,SM27133,21.58,,L
513,1,2,"Garcia, Miss Agnes",female,12.8,0,0,SM79922,15.18,,C
514,0,1,"Parker, Mr. Arthur",male,31.3,0,0,SM40870,85.38,C52,L
515,0,2,"Allen, Miss Rose",female,25.6,2,0,SM59969,11.99,,M
516,0,3,"Hernandez, Mr. Charles",male,29.3,1,0,SM70106,13.11,,L
517,1,3,"White, Mrs. Nora",female,41.6,4,3,SM44227,8.1,,L
518,1,3,"Williams, Mrs. Helen",female,11.1,0,2,SM82151,10.88,,L
519,1,1,"Hall, Lady Anna",female,53.6,0,2,SM95191,83.67,B27,L
520,0,2,"Turner, Mr. John",male,3.1,0,0,SM60202,20.12,,L
521,1,1,"Lee, Countess Gertrude",female,45.0,0,1,SM30719,46.79,D69,L
522,1,2,"Moore, Mrs. Violet",female,57.2,1,0,SM85527,25.6,,L
523,1,2,"Lewis, Miss Violet",female,41.7,1,0,SM31206,10.72,F70,L
524,0,3,"Taylor, Miss Mary",female,32.4,0,2,SM69772,7.66,,M
525,1,2,"Perez, Mr. Harry",male,15.9,0,0,SM31495,12.5,,L
526,0,1,"Campbell, Dr. Clarence",male,55.3,0,1,SM67549,84.81,,L
527,1,1,"Nelson, Capt. Harry",male,23.4,0,0,SM34727,68.95,,L
528,0,2,"Evans, Mr. Frank",male,41.4,0,0,SM26762,14.93,,L
529,1,1,"Hernandez, Rev. Samuel",male,29.3,2,1,SM30926,95.13,,L
530,0,2,"Harris, Mr. David",male,16.1,1,1,SM68065,12.94,,M
531,1,2,"Moore, Miss Emma",female,15.3,0,0,SM28705,21.64,,M
532,0,3,"Jackson, Mr. George",male,37.3,0,1,SM32900,7.98,,M
533,1,2,"Baker, Mr. Henry",male,9.3,3,1,SM85399,3.5,,L
534,0,3,"Parker, Mr. Herbert",male,30.1,0,1,SM99816,5.36,,L
535,0,3,"White, Mr. Clarence",male,21.8,2,1,SM83537,3.5,,C
536,0,2,"Campbell, Mr. Robert",male,29.1,0,0,SM32361,17.03,F75,M
537,0,3,"Young, Mr. Alfred",male,,0,0,SM30325,8.98,,M
538,1,1,"Campbell, Miss Harriet",female,34.5,1,2,SM27675,59.85,D14,L
539,1,3,"Roberts, Miss Lillian",female,20.9,4,2,SM98225,14.07,,C
540,0,2,"Parker, Mr. Michael",male,40.7,2,0,SM99463,5.36,,L
541,1,3,"Smith, Mr. William",male,0.5,0,3,SM95016,9.73,,L
542,1,3,"Martin, Mr. Michael",male,23.0,0,0,SM37887,7.65,,C
543,1,2,"Nelson, Mr. Alfred",male,32.4,0,0,SM84141,12.6,,L
544,0,2,"Smith, Mr. Clarence",male,31.7,1,2,SM59638,26.98,,L
545,0,3,"Miller, Mr. Albert",male,27.6,2,0,SM17455,13.43,,M
546,1,2,"Rogers, Mrs. Alice",female,36.9,0,1,SM84323,15.19,,C
547,0,3,"Wright, Mr. Harry",male,30.7,0,2,SM48987,3.5,,L
548,1,3,"King, Mr. Alfred",male,28.9,0,2,SM18523,8.39,,M
549,0,1,"Clark, Rev. Lawrence",male,30.9,1,1,SM14705,143.2,,L
550,1,2,"Martin, Mrs. Agnes",female,30.8,3,0,SM86544,17.26,,M
551,1,2,"Scott, Mr. Charles",male,34.1,0,0,SM62506,17.65,,L
552,1,1,"Young, Mr. Edward",male,60.4,1,0,SM61807,78.93,,L
553,0,3,"Harris, Mr. Lawrence",male,22.3,1,0,SM28837,4.41,,L
554,0,3,"Turner, Mrs. Gertrude",female,41.9,4,0,SM62564,7.27,,C
555,1,1,"Sanchez, Mrs. Nora",female,41.4,0,0,SM59391,130.63,B68,M
556,1,1,"Martinez, Capt. Edwin",male,57.9,0,0,SM31229,29.4,B54,M
557,0,3,"Adams, Mr. Stanley",male,18.3,1,2,SM95463,8.9,,L
558,1,2,"Phillips, Mrs. Anna",female,32.2,1,0,SM64146,23.8,E28,M
559,0,2,"Perez, Mr. Frederick",male,69.7,0,0,SM26880,32.44,F27,L
560,0,2,"Hall, Mr. Charles",male,23.3,0,1,SM77147,21.25,,C
561,0,2,"Morris, Mr. Walter",male,23.3,3,0,SM36812,17.44,F75,C
562,1,2,"Walker, Mrs. Emma",female,31.4,3,0,SM11274,26.91,,L
563,1,1,"Harris, Miss Gladys",female,48.4,0,0,SM44180,89.03,D47,L
564,1,1,"Young, Mr. Edward",male,39.3,2,0,SM49363,74.31,D51,L
565,1,3,"Lewis, Miss Gertrude",female,0.5,1,0,SM43468,7.08,,C
566,0,1,"Adams, Mr. Herbert",male,40.9,2,0,SM67340,53.18,B67,M
567,1,1,"Brown, Dr. Stanley",male,42.4,1,1,SM73656,76.84,,L
568,0,3,"Lee, Mr. Frederick",male,18.0,3,2,SM55140,12.03,,M
569,1,3,"Taylor, Miss Grace",female,33.3,1,0,SM86556,11.34,,M
570,1,2,"Nelson, Miss Nora",female,13.3,0,1,SM32570,11.86,,L
571,0,2,"King, Mr. Edwin",male,33.7,0,0,SM20271,20.83,,L
572,1,3,"Sanchez, Mrs. Elsie",female,,1,0,SM61733,16.7,,C
573,0,3,"Parker, Mr. Ernest",male,15.0,1,1,SM17346,10.86,,M
574,0,1,"Collins, Countess Agnes",female,25.7,1,2,SM90589,100.03,,L
575,1,3,"Parker, Mr. Arthur",male,9.0,0,0,SM92941,6.27,,L
576,1,1,"Harris, Mr. David",male,20.0,1,0,SM20084,50.25,B82,M
577,1,3,"Turner, Mr. Herbert",male,17.5,0,2,SM98428,7.88,,L
578,0,3,"Johnson, Mr. William",male,22.4,1,0,SM96246,3.59,,L
579,0,2,"Jones, Mrs. Agnes",female,15.2,0,0,SM84128,16.37,,M
580,1,1,"Parker, Col. Harold",male,,0,1,SM33777,117.77,,C
581,1,3,"Hernandez, Mr. Frederick",male,32.6,2,0,SM85989,8.41,,L
582,1,1,"Collins, Lady Nora",female,64.4,0,0,SM83616,3.5,B69,L
583,1,1,"Hernandez, Miss Clara",female,,0,0,SM19545,68.7,B99,L
584,0,3,"Hall, Mr. Harold",male,13.4,2,2,SM87810,10.14,,L
585,1,3,"Smith, Mr. David",male,,0,1,SM28664,12.46,,L
586,0,1,"Clark, Col. Roy",male,39.7,1,0,SM76088,101.48,B24,L
587,1,1,"Perez, Mrs. Lillian",female,43.5,3,0,SM56952,70.51,,M
588,0,3,"Anderson, Mr. Thomas",male,21.9,1,1,SM38476,13.88,,M
589,0,2,"Miller, Mr. Albert",male,37.7,2,1,SM15144,20.27,,C
590,0,3,"Smith, Mr. Harry",male,27.0,2,0,SM90405,3.5,,C
591,1,3,"Anderson, Mr. Harold",male,34.5,3,2,SM31135,13.6,,L
592,0,3,"Lopez, Mr. Leonard",male,20.5,0,2,SM44136,3.5,,L
593,1,2,"Hernandez, Miss Edith",female,33.1,1,0,SM68059,16.4,,M
594,0,1,"Williams, Rev. Harold",male,36.2,1,0,SM65872,162.54,,C
595,1,3,"Lee, Mr. George",male,24.6,0,0,SM13816,3.88,,M
596,0,3,"Wright, Miss Dorothy",female,27.1,0,1,SM71707,7.03,,M
597,0,2,"King, Mr. David",male,19.9,0,0,SM54801,19.74,,L
598,0,3,"Martin, Mr. Samuel",male,20.9,1,2,SM57044,11.58,,L
599,1,2,"King, Miss Elsie",female,32.7,3,0,SM70387,6.64,,M
600,1,1,"Moore, Col. Frank",male,24.5,1,0,SM11330,154.5,B20,L
601,1,2,"Hernandez, Mrs. Ethel",female,45.7,0,1,SM93705,16.69,,C
602,1,1,"Hernandez, Lady Alice",female,68.0,0,1,SM16572,117.19,B17,M
603,1,2,"Hall, Miss Cecelia",female,4.3,1,0,SM67536,8.9,F32,L
604,0,3,"Scott, Mr. Walter",male,13.3,0,0,SM77256,11.69,,M
605,1,1,"Evans, Countess Ruth",female,48.7,0,0,SM38905,45.86,C38,C
606,0,3,"Thomas, Mr. Arthur",male,35.7,0,0,SM56064,5.04,,C
607,0,3,"Morris, Mr. Albert",male,16.3,0,1,SM19872,18.06,,M
608,0,3,"Martinez, Mr. Frederick",male,25.1,4,2,SM16202,12.59,,L
609,0,3,"Williams, Mr. Edwin",male,29.5,0,0,SM82536,3.5,,L
610,1,2,"Martinez, Miss Alice",female,26.3,0,0,SM75774,18.9,,C
611,1,2,"Johnson, Mr. Ernest",male,20.0,0,0,SM55843,27.31,,M
612,1,2,"Baker, Mrs. Cecelia",female,41.0,0,1,SM89450,33.04,,C
613,1,3,"Miller, Mr. Stanley",male,12.3,1,0,SM52830,3.5,,C
614,1,1,"Mitchell, Mrs. Harriet",female,37.8,0,0,SM26821,99.33,,M
615,1,1,"Anderson, Mr. Charles",male,31.7,0,0,SM55830,112.9,B38,L
616,1,1,"Lopez, Mrs. Anna",female,57.8,0,0,SM80592,58.36,C27,L
617,0,3,"Sanchez, Mr. Roy",male,28.0,0,1,SM37297,6.02,,C
618,0,3,"Taylor, Mr. Michael",male,25.4,0,3,SM37471,11.59,,L
619,1,1,"Hernandez, Mrs. Violet",female,,0,0,SM23238,110.54,D91,M
620,0,1,"Evans, Capt. Samuel",male,36.6,2,1,SM53694,27.31,B54,L
621,0,2,"Thomas, Miss Frances",female,33.9,1,0,SM80879,11.72,F45,M
622,1,2,"Jones, Miss Dorothy",female,21.0,0,0,SM63713,7.55,,L
623,0,1,"Allen, Capt. Henry",male,64.2,0,0,SM51224,60.25,A61,M
624,1,2,"Taylor, Mr. Frederick",male,36.7,2,0,SM28163,14.75,,C
625,0,3,"Moore, Mr. Clarence",male,33.6,0,1,SM36370,7.61,,C
626,1,2,"Miller, Mrs. Louisa",female,15.3,1,0,SM88632,17.07,,L
627,1,2,"Jackson, Miss Violet",female,34.6,0,1,SM77740,30.16,,C
628,0,2,"Taylor, Mrs. Harriet",female,44.3,2,0,SM25403,13.72,E77,C
629,1,2,"Scott, Miss Gladys",female,,0,0,SM40305,24.63,,C
630,0,2,"Allen, Mr. Ernest",male,34.4,1,1,SM32184,26.84,,C
631,1,2,"Lopez, Mr. Edwin",male,30.8,0,1,SM90434,16.95,,C
632,0,3,"Brown, Mr. Frederick",male,19.0,0,1,SM46418,5.68,,L
633,1,3,"Evans, Mrs. Mabel",female,34.6,0,0,SM11105,3.5,,L
634,0,2,"Clark, Mr. Alfred",male,31.7,0,1,SM39912,24.29,,C
635,1,3,"Lopez, Miss Mary",female,19.8,0,0,SM94500,7.45,,L
636,0,3,"Thomas, Mr. Walter",male,26.2,0,0,SM82596,5.83,,C
637,0,3,"Walker, Mr. Charles",male,37.3,0,1,SM75767,6.95,,C
638,0,3,"Wright, Mr. Edward",male,25.5,2,0,SM18444,3.5,,C
639,0,3,"Smith, Mr. James",male,40.8,2,1,SM95078,4.19,,C
640,0,2,"Harris, Mr. Stanley",male,36.8,0,0,SM12816,11.15,F41,C
641,0,3,"King, Mr. George",male,45.3,0,1,SM66689,5.74,,L
642,1,3,"Young, Mr. Samuel",male,32.9,0,0,SM46408,8.54,,C
643,1,2,"Jones, Mr. Arthur",male,35.9,1,0,SM58354,27.57,,C
644,1,1,"Lopez, Mrs. Harriet",female,46.0,0,0,SM86064,82.53,A67,M
645,0,1,"Miller, Rev. George",male,,0,1,SM59192,20.15,B19,C
646,0,3,"Rogers, Mr. Raymond",male,33.6,0,0,SM65690,11.35,,M
647,1,1,"Green, Mr. Albert",male,34.4,2,0,SM88172,117.38,D86,M
648,0,2,"Carter, Mr. John",male,15.7,1,0,SM21665,20.12,,M
649,0,1,"Jones, Col. Lawrence",male,47.8,1,0,SM10336,56.11,C85,C
650,1,1,"Phillips, Col. Lawrence",male,34.7,0,0,SM79514,68.32,,C
651,1,1,"Roberts, Mrs. Alice",female,22.3,1,1,SM99838,134.57,,L
652,0,3,"Lee, Mr. Richard",male,15.3,3,1,SM59253,7.43,,L
653,0,3,"Lee, Mr. Samuel",male,14.3,0,0,SM51971,10.66,,L
654,0,2,"Roberts, Mr. Henry",male,36.1,0,1,SM17019,13.33,E32,L
655,1,3,"Sanchez, Mr. John",male,5.9,1,0,SM25842,15.21,,L
656,1,1,"Allen, Capt. Richard",male,33.8,2,0,SM10053,69.14,B65,M
657,1,2,"Lewis, Miss Cecelia",female,25.8,1,0,SM49789,15.87,E42,L
658,1,1,"King, Mr. Lawrence",male,18.4,0,1,SM30232,102.12,C53,C
659,1,2,"King, Mrs. Elsie",female,29.5,0,0,SM48270,19.55,,L
660,1,1,"Garcia, Lady Nora",female,50.8,1,0,SM22245,76.32,B85,M
661,1,2,"White, Mr. Samuel",male,28.6,2,1,SM98866,26.69,,C
662,1,1,"Carter, Rev. Frederick",male,49.4,1,1,SM16743,110.96,,C
663,1,2,"Miller, Mrs. Harriet",female,19.6,1,0,SM19452,3.5,,L
664,1,1,"Taylor, Mrs. Gladys",female,38.3,3,2,SM24408,15.67,,L
